UniProtID,BestPDBID(s),BestRfree
Q8ZNF9,,
Q8ZNH1,2GL5,0.204
Q8ZNV8,,
Q8ZQW9,,
Q8ZRK4,2CNY,0.216
Q8ZTD8,1K26,0.209
Q90249,3HZD,0.278
Q90VW1,3EBX,0.2
Q90WA1,5ZJ3,0.21
Q91642,7FFP,0.238
Q91DR9,5Y91,0.215
Q91KZ5,5OIX,0.223
Q91MK1,4KYC,0.193
Q91XB0,3MXJ,0.235
Q91YR1,7DS4,0.256
Q91Z98,,
Q91ZI8,4TR4,0.222
Q91ZP3,,
Q92547,3UEN,0.226
Q92583,1NR4,0.225
Q92619,3FT3,0.233
Q92692,4DFH,0.213
Q92729,6SUC,0.254
Q92736,6Y4O,0.23
Q92784,5SZB,0.181
Q92785,5VDC,0.23
Q92793,4N3W,0.27
Q92794,4LK9,0.199
Q92796,2I1N,0.221
Q92797,3O2T,0.177
Q92834,4JHP,0.179
Q92835,6IBD,0.185
Q92876,5NX1,0.232
Q92879,3NNA,0.292
Q92882,3EHR,0.22
Q929T5,5X5R,0.216
Q92AS8,,
Q92AS9,,
Q92T58,3JU2,0.231
Q92UV8,3T00,0.217
Q92ZP9,,
Q93009,2FOJ,0.219
Q93062,5DET,0.338
Q93091,4X09,0.274
Q931P4,,
Q939N5,6EFA,0.202
Q939Q9,4BVJ,0.186
Q939U1,"1H33, 1H32",0.189
Q939U4,"1H33, 1H32",0.189
Q93A71,6S3J,0.235
Q93CC5,2NTT,0.162
Q93CG9,4I45,0.187
Q93D82,1PWX,0.337
Q93IE7,4ZY9,0.208
Q93J41,3ZJA,0.21
Q93J45,3ITC,0.161
Q93P54,,
Q93R11,,
Q93TK0,6M2O,0.191
Q93UV9,1WME,0.17
Q93V56,4LUG,0.224
Q93VA3,2CE1,0.187
Q93YT1,6VE8,0.197
Q94702,,
Q94707,6KWZ,0.226
Q94734,4GRJ,0.206
Q948P5,,
Q949P3,,
Q94AM1,,
Q94CL7,6J4K,0.231
Q94FV7,,
Q95211,4HMR,0.198
Q95HB9,3L3D,0.233
Q95NM6,5GKC,0.235
Q95YI4,5D9C,0.23
Q96242,,
Q966X9,2H7W,0.252
Q969H8,,
Q96A44,,
Q96AB6,6A0E,0.235
Q96AC1,4F7H,0.238
Q96AE4,6Y2D,0.253
Q96AP4,6EI1,0.229
Q96B67,4N7H,0.239
Q96BH1,5D1L,0.212
Q96BN8,4KSJ,0.209
Q96BY9,6O2U,0.268
Q96C19,5H0P,0.294
Q96CA5,2I3H,0.167
Q96CF2,5WA1,0.251
Q96D42,5F70,0.244
Q96DE0,3MGM,0.211
Q96DR4,6L1D,0.205
Q96EP0,4LJO,0.24
Q96ES7,3MEW,0.219
Q96FJ0,,
Q96FJ2,4D07,0.211
Q96FW1,4LDT,0.225
Q96GD0,5GYN,0.261
Q96HA8,6KGJ,0.195
Q96HS1,3O0T,0.247
Q96IV0,2CM0,0.224
Q96J02,5SXP,0.184
Q96J92,4CH9,0.179
Q96JD1,5C9K,0.229
Q96JM3,6EKJ,0.181
Q96L92,7CT1,0.231
Q96LW7,4FH0,0.232
Q96MF2,6UY9,0.249
Q96MU7,6ZD9,0.206
Q96N21,5WF9,0.216
Q96NW7,6X5G,0.215
Q96PE7,6QH4,0.296
Q96PU5,2NSQ,0.248
Q96Q77,6WU5,0.224
Q96QC4,6DDR,0.252
Q96QE5,5OL9,0.208
Q96RI1,6HL0,0.255
Q96RT1,6UBH,0.336
Q96SB4,5NNG,0.166
Q96SD1,7ABS,0.28
Q96T88,3T6R,0.301
Q96WV5,4J8B,0.21
Q96XE7,,
Q96Y14,2E2N,0.186
Q96YD0,4ZBZ,0.231
Q96ZY1,2EB7,0.257
Q970D9,3VQL,0.268
Q970H5,5UXG,0.212
Q973C7,7D4V,0.23
Q973T5,2EJX,0.249
Q976W8,,
Q977W1,3M7D,0.207
Q977Y4,6KGC,0.198
Q97DM1,,
Q97KK2,6KGC,0.198
Q97UY8,1OXS,0.212
Q97VZ7,2I6M,0.232
Q97Y68,2F4F,0.193
Q97YC2,2I8E,0.229
Q97ZE3,5WVW,0.486
Q97ZF4,1UDV,0.276
Q97ZL0,4OJ1,0.287
Q98325,2BBR,0.17
Q988B9,4KEP,0.184
Q98ZP7,2IPR,0.169
Q99496,3GS2,0.25
Q99497,3SF8,0.226
Q99619,6JKJ,0.258
Q99728,2NTE,0.254
Q99759,2C60,0.222
Q99814,6D0C,0.206
Q99816,3OBU,0.2
Q99828,1XO5,0.251
Q99933,1HX1,0.257
Q99972,6PKD,0.229
Q99AU3,6DGK,0.241
Q99IB8,4AEP,0.237
Q99K90,7E62,0.28
Q99PF4,4AQA,0.213
Q99PJ1,4AQA,0.213
Q99QC1,,
Q99V45,1QY6,0.179
Q99WU4,,
Q99YA0,7CUD,0.197
Q99ZN4,3FN7,0.246
Q99ZW2,6O56,0.249
Q9A0B9,,
Q9A5I0,3G19,0.197
Q9A5I4,1MAV,0.21
Q9AAR9,2O0Q,0.187
Q9ABV9,5VXB,0.197
Q9AC34,5L6M,0.279
Q9AC35,5L6M,0.279
Q9AGH8,1RJP,0.173
Q9AGJ5,4OPY,0.188
Q9AIU7,3JSN,0.227
Q9AJ26,,
Q9AJF5,,
Q9AJF8,,
Q9AM02,3O2C,0.239
Q9AQ17,2HHC,0.198
Q9AQQ8,,
Q9AYY6,4XQF,0.198
Q9BI08,5XCE,0.24
Q9BMI9,1TCV,0.2
Q9BPZ3,3KUT,0.172
Q9BQ65,6D2Z,0.183
Q9BQS8,7BQI,0.211
Q9BRJ7,6D0L,0.228
Q9BRQ3,5LOU,0.271
Q9BRV8,6AKK,0.316
Q9BSQ5,4YKD,0.273
Q9BU89,4D50,0.244
Q9BV47,4HRF,0.286
Q9BV79,7AYB,0.252
Q9BVI0,5TAB,0.144
Q9BVJ7,2IMG,0.219
Q9BVM4,3JUD,0.185
Q9BWV1,3N1G,0.216
Q9BX66,2O9V,0.196
Q9BX68,4INC,0.142
Q9BXF3,3NXB,0.207
Q9BXH1,6QG8,0.253
Q9BXJ0,4F3J,0.198
Q9BY32,2I5D,0.217
Q9BYW2,7EVS,0.189
Q9BYX4,3GA3,0.164
Q9BZ95,4GNF,0.234
Q9C000,4IM6,0.213
Q9C005,4RT4,0.221
Q9C029,,
Q9C040,7B96,0.237
Q9C0D0,6ZEF,0.221
Q9C169,,
Q9C171,1W8Z,0.213
Q9C1S9,4I5R,0.164
Q9CA40,5WWD,0.257
Q9CAD0,7FDN,0.209
Q9CAQ2,,
Q9CDU5,5YHZ,0.234
Q9CES5,4LA9,0.195
Q9CKB0,,
Q9CQV8,5WFX,0.204
Q9CS84,6PNP,0.287
Q9CW46,3ZZZ,0.203
Q9CZL5,1RU0,0.209
Q9D1F3,6KIR,0.244
Q9D752,5O8K,0.241
Q9D777,1U5X,0.233
Q9D967,1U7O,0.21
Q9DC23,,
Q9EPH0,5EUW,0.234
Q9ER97,6R1Q,0.255
Q9ESN4,5YBZ,0.189
Q9ESU6,3JVK,0.28
Q9EV83,2AAG,0.215
Q9EV84,3EJ7,0.264
Q9EV85,3EJ7,0.264
Q9EXR9,1P3E,0.186
Q9EY50,1XF8,0.206
Q9EYL5,,
Q9EYW6,1Y4H,0.234
Q9F0J8,6H49,0.198
Q9F377,,
Q9F3A5,4DYE,0.185
Q9F663,5UL8,0.213
Q9F6L0,,
Q9F7L3,1GXN,0.148
Q9F8A8,,
Q9FBC2,1OX0,0.131
Q9FCA6,3TZO,0.22
Q9FD73,4DPX,0.226
Q9FDJ9,1TYJ,0.189
Q9FHD7,4I92,0.171
Q9FIP9,4RS9,0.236
Q9FKW0,5XVW,0.219
Q9FLI7,3S2Q,0.203
Q9FN03,4DNV,0.238
Q9FYU1,3LX4,0.22
Q9FYY0,,
Q9G096,3EJC,0.207
Q9GK12,,
Q9GSV7,3SIB,0.183
Q9GV45,5IBO,0.274
Q9GZQ8,5XAE,0.29
Q9GZT4,,
Q9GZZ9,5IAA,0.237
Q9H0H5,3W6R,0.21
Q9H0R8,5LXH,0.238
Q9H257,6E27,0.271
Q9H2K2,5JRT,0.229
Q9H3D4,3ZY0,0.278
Q9H3M7,4GFX,0.212
Q9H3S7,,
Q9H444,4ABM,0.258
Q9H477,5BYC,0.228
Q9H492,4ZDV,0.211
Q9H4A3,6FBK,0.384
Q9H4H8,5E0M,0.264
Q9H5X1,3UX2,0.272
Q9H694,6GY4,0.354
Q9H6T3,6FM8,0.26
Q9H7E2,3S6W,0.208
Q9H8M2,4YYI,0.26
Q9H8Y8,4EDJ,0.23
Q9H9E1,3V2O,0.27
Q9HC16,6BUX,0.298
Q9HCJ0,3KTP,0.219
Q9HCU9,4AUV,0.268
Q9HD26,4JOP,0.25
Q9HKI3,6YRE,0.258
Q9HLQ2,1KYT,0.178
Q9HMP7,1MOJ,0.307
Q9HSF4,6FAQ,0.232
Q9HSF6,4E19,0.263
Q9HT87,3L34,0.239
Q9HTZ1,1ZRS,0.168
Q9HUL9,,
Q9HUM0,1U1T,0.234
Q9HUP2,6UQZ,0.192
Q9HUU7,2J8M,0.177
Q9HV14,"4KUA, 4M3S",0.182
Q9HVA8,6IWF,0.212
Q9HVB9,6D2O,0.257
Q9HVC1,7CSW,0.317
Q9HVC3,,
Q9HWF9,3R2L,0.204
Q9HXB1,1UUZ,0.206
Q9HXH7,4Y9O,0.226
Q9HXM1,,
Q9HXN1,4P11,0.194
Q9HXY1,,
Q9HXY6,6UED,0.172
Q9HY79,,
Q9HY80,6E6R,0.213
Q9HYC4,,
Q9HYC5,4M5E,0.16
Q9HYH1,5B3L,0.205
Q9HZE4,5TSY,0.213
Q9HZQ0,,
Q9HZX3,,
Q9I0D9,3VPV,0.254
Q9I0M3,,
Q9I174,6R44,0.25
Q9I194,5UBL,0.202
Q9I1X7,2FAO,0.165
Q9I229,4B9A,0.15
Q9I2H0,,
Q9I2Q1,4EQA,0.212
Q9I2V0,5B4D,0.215
Q9I2Y2,1RKU,0.202
Q9I311,,
Q9I3B1,,
Q9I4K6,1NKI,0.14
Q9I4L4,4ZHY,0.23
Q9I4L6,6IKJ,0.233
Q9I4W3,6P90,0.217
Q9I5E2,,
Q9I5E3,6S6F,0.205
Q9I5L8,,
Q9I5W4,,
Q9I686,6YVC,0.245
Q9I710,6ZC1,0.165
Q9I740,4ZUY,0.244
Q9I746,4UQZ,0.218
Q9I749,4UQZ,0.218
Q9I834,6B84,0.262
Q9I983,,
Q9IJQ0,3LEY,0.25
Q9J5G4,5TZQ,0.218
Q9JHS3,1VET,0.251
Q9JI78,2G9F,0.236
Q9JIL4,3NGH,0.239
Q9JIS1,2CJS,0.2
Q9JJV2,,
Q9JJX7,4GZ2,0.251
Q9JLU4,6EXJ,0.324
Q9JLV6,3U7F,0.219
Q9JMA2,7B2I,0.196
Q9JWM8,2FY6,0.203
Q9JXP1,5O29,0.188
Q9JXV4,5NQZ,0.215
Q9JYL2,1VGY,0.223
Q9JZ55,,
Q9K189,3HZ8,0.191
Q9K2N0,"4NQ2, 1KO3",0.213
Q9K3D3,3EY7,0.213
Q9K499,3LGK,0.2
Q9K4U1,,
Q9K578,,
Q9K5F2,,
Q9KB30,2DRO,0.162
Q9KDJ7,7CV0,0.269
Q9KEI9,6DOY,0.355
Q9KFX8,4ES3,0.231
Q9KG76,5T7A,0.191
Q9KGD7,,
Q9KH06,2IHF,0.235
Q9KH42,,
Q9KJ88,3OR3,0.216
Q9KKP2,4P8J,0.242
Q9KKU4,3I07,0.208
Q9KL03,4MI4,0.189
Q9KL26,5AVF,0.215
Q9KL63,6TAO,0.253
Q9KL64,6EZV,0.26
Q9KLD5,,
Q9KLJ3,,
Q9KM24,4R7Q,0.221
Q9KPV1,6KSG,0.232
Q9KQ21,5EKT,0.232
Q9KQ52,4ONW,0.164
Q9KT71,3O6V,0.183
Q9KTK0,,
Q9KTK3,,
Q9KV17,6N6E,0.219
Q9KVD2,5HAW,0.268
Q9L1K2,,
Q9L387,5CGS,0.267
Q9L4P2,6N6T,0.178
Q9L543,4KZF,0.215
Q9L5A4,3HJR,0.188
Q9L5C7,5TWD,0.269
Q9L5C8,5KMT,0.248
Q9L6G4,3H6J,0.157
Q9L915,,
Q9L9D7,1JU3,0.177
Q9LCQ7,,
Q9LD28,7BP5,0.231
Q9LFT6,6COB,0.201
Q9LQQ4,7BP5,0.231
Q9LS02,2BRJ,0.156
Q9LUJ3,,
Q9LUV2,1Q4R,0.25
Q9LV66,,
Q9LZX1,,
Q9M5P4,1RYN,0.261
Q9M9P3,1Z90,0.224
Q9NAV7,7ADX,0.34
Q9NAV8,"4JAC, 3LB4",0.259
Q9NFS4,,
Q9NLB2,7DIU,0.203
Q9NP79,4U7E,0.186
Q9NP87,7CO6,0.34
Q9NPB1,1MH9,0.173
Q9NPF5,4IEJ,0.241
Q9NPG2,1OJ6,0.205
Q9NQC7,,
Q9NQS7,5IEK,0.195
Q9NQV7,5EGB,0.419
Q9NR28,4TX5,0.195
Q9NR56,,
Q9NRW4,1WRM,0.218
Q9NTG7,3GLR,0.197
Q9NUW8,1RFF,0.199
Q9NUX5,1XJV,0.234
Q9NVD7,3KMU,0.25
Q9NWM8,4DIP,0.247
Q9NWS0,4PSF,0.188
Q9NWU1,2C9H,0.233
Q9NWY4,6M3G,0.211
Q9NX01,4IN0,0.176
Q9NX46,2G4K,0.192
Q9NX74,4WFT,0.313
Q9NXS2,3PB6,0.136
Q9NY33,5E33,0.206
Q9NZ45,4F28,0.278
Q9NZD2,2EVT,0.251
Q9NZH8,4P0K,0.225
Q9NZJ4,5V46,0.234
Q9NZM3,,
Q9NZQ7,4Z18,0.239
Q9P371,4ZFR,0.248
Q9P7Y0,,
Q9P805,5J3Q,0.281
Q9P8C9,,
Q9PTT3,1SN2,0.2
Q9PW35,,
Q9Q0U8,5NQ2,0.237
Q9QP77,6U55,0.357
Q9QY24,2HEO,0.302
Q9QZZ4,6Y9N,0.223
Q9R1A9,6A47,0.276
Q9R1M7,,
Q9R1T5,,
Q9R408,4CY9,0.152
Q9R540,5V38,0.232
Q9RB47,,
Q9RBQ1,1O7E,0.145
Q9RBY1,,
Q9RC92,2D5J,0.193
Q9RGD9,,
Q9RHZ6,1URS,0.205
Q9RIM2,4BMW,0.247
Q9RJC1,4OY6,0.143
Q9RKQ2,6I43,0.38
Q9RL81,6IHV,0.219
Q9RMI1,3SD9,0.244
Q9RN68,19HC,0.168
Q9RP86,6UTC,0.209
Q9RPA7,4RIG,0.215
Q9RPL0,4WI0,0.232
Q9RQB6,6NDT,0.192
Q9RQB9,1OAE,0.202
Q9RQQ5,1ET6,0.199
Q9RRU8,1INN,0.203
Q9RRZ4,7DKA,0.164
Q9RS64,2C2U,0.15
Q9RS96,,
Q9RSM4,4NPO,0.164
Q9RSZ3,4OCH,0.224
Q9RTX8,4EEN,0.241
Q9RUV2,1Y67,0.202
Q9RUY4,5CDL,0.205
Q9RVK2,1SOI,0.205
Q9RW27,1W3O,0.196
Q9RWF4,2C2P,0.196
Q9RWH8,2F4Q,0.23
Q9RWH9,2BOO,0.252
Q9RWK7,5CO3,0.331
Q9RX25,5Z40,0.383
Q9RX51,2BY3,0.189
Q9RX98,7D2N,0.247
Q9RX99,7D2N,0.247
Q9RY51,1SE8,0.216
Q9RZ04,1WOH,0.207
Q9S1E5,,
Q9S1K0,2A9O,0.229
Q9S3L6,2IXT,0.157
Q9S427,1V73,0.204
Q9S5G5,2FPX,0.193
Q9S5Y1,2FNC,0.238
Q9S7E4,3NAQ,0.221
Q9S8T0,,
Q9S9E3,6E5M,0.213
Q9SB92,6RYD,0.436
Q9SCY2,,
Q9SGH6,,
Q9SID3,1XM8,0.173
Q9SIY3,3V85,0.229
Q9SJ89,7C2B,0.201
Q9SJI9,6S7E,0.246
Q9SPD4,6QBD,0.201
Q9SQF7,,
Q9SR62,5VJV,0.213
Q9SRM4,5XVW,0.219
Q9SS90,6K88,0.233
Q9STM3,6A58,0.207
Q9SU50,,
Q9SXZ2,6IGI,0.207
Q9SZU7,4IH1,0.195
Q9T1V4,3VTN,0.303
Q9TY95,,
Q9U5N6,,
Q9U8Q4,5H6K,0.248
Q9U8X2,3Q1X,0.3
Q9U9J6,,
Q9UBH0,4P0K,0.225
Q9UBN7,3GV4,0.292
Q9UBU9,1JKG,0.189
Q9UBX2,6A8R,0.471
Q9UDY8,3UOA,0.225
Q9UER7,5GRQ,0.182
Q9UGL1,,
Q9UGM3,6SAN,0.233
Q9UGP5,2BCR,0.216
Q9UH17,"5TD5, 5SXH",0.251
Q9UH99,6WME,0.262
Q9UHA4,6B9X,0.215
Q9UHB9,4P3F,0.233
Q9UHD2,5EP6,0.205
Q9UHP3,6HEM,0.21
Q9UHV8,6A65,0.248
Q9UHX1,5KVY,0.251
Q9UI95,4EXT,0.263
Q9UIF8,5PG1,0.266
Q9UIF9,4LZ2,0.222
Q9UIK4,1ZUZ,0.233
Q9UJ71,,
Q9UK05,5I05,0.28
Q9UKA1,3U9J,0.24
Q9UKG1,2EJ8,0.222
Q9UKJ1,4NFB,0.22
Q9UKK9,6GRU,0.281
Q9UKV5,3TIW,0.259
Q9UKV8,6RA4,0.388
Q9ULU4,5B73,0.227
Q9ULV5,6J6W,0.254
Q9ULY5,3WH3,0.18
Q9UM73,4FNW,0.217
Q9UMN6,,
Q9UNE7,6NSV,0.333
Q9UNN5,3QX1,0.225
Q9UNP9,3MDF,0.205
Q9UNS1,5MQI,0.234
Q9UPN6,,
Q9UQC2,,
Q9UQF2,4H39,0.236
Q9UQR0,2BIV,0.198
Q9UR19,4BLY,0.176
Q9UR30,1QO7,0.181
Q9USX3,3RCZ,0.239
Q9UTE3,5MDT,0.267
Q9UUI1,6PPN,0.345
Q9UV68,3WP5,0.162
Q9UWP7,3PWF,0.168
Q9UXC0,4BA1,0.241
Q9UXC2,4BA1,0.241
Q9UXC4,4BA1,0.241
Q9UYV8,3KLC,0.208
Q9V099,1YK5,0.191
Q9V1G0,,
Q9V228,,
Q9V2T0,3WR0,0.146
Q9V4Q8,6F4G,0.322
Q9V535,1OO0,0.244
Q9VAA9,6KCP,0.22
Q9VAK8,3ZZR,0.178
Q9VF15,2G3H,0.18
Q9VGH5,5UZN,0.302
Q9VHA0,5J8Y,0.313
Q9VHP9,6O2K,0.245
Q9VI58,6I0V,0.233
Q9VJ83,6ZSZ,0.21
Q9VK33,5J8Y,0.313
Q9VQ91,5YGF,0.229
Q9W2H9,6IEW,0.241
Q9WUB0,,
Q9WUD1,3Q47,0.206
Q9WUL5,3RNK,0.221
Q9WVS6,,
Q9WXM1,,
Q9WXN1,,
Q9WXN8,,
Q9WXS5,1VBU,0.187
Q9WXY0,3NNS,0.232
Q9WYA3,2NRV,0.272
Q9WYA5,1Q8A,0.216
Q9WYL6,4COI,0.247
Q9WYP6,,
Q9WYP7,5B80,0.176
Q9WYS0,,
Q9WYW0,2H2G,0.194
Q9WZ49,4Q0F,0.259
Q9WZ62,4PRS,0.179
Q9WZC3,1TLU,0.236
Q9WZE6,4IGA,0.321
Q9WZL4,4DIK,0.206
Q9WZQ4,,
Q9X034,1J6P,0.173
Q9X053,2FN9,0.16
Q9X0A5,4HX0,0.219
Q9X0C0,2IEK,0.27
Q9X0C6,5TQL,0.186
Q9X0C7,,
Q9X0E0,5NE8,0.302
Q9X0E6,1VHF,0.179
Q9X0L2,6LS0,0.303
Q9X0N8,1VL1,0.19
Q9X0S8,,
Q9X0T1,2GHA,0.179
Q9X180,,
Q9X181,,
Q9X1H0,5WSD,0.171
Q9X1P5,,
Q9X1T1,5O58,0.198
Q9X1W9,,
Q9X1X7,4P3X,0.229
Q9X273,,
Q9X286,1TZT,0.269
Q9X2H9,6OZF,0.35
Q9X6R4,,
Q9X721,4JRW,0.196
Q9X8F4,6Q6B,0.251
Q9XB24,6K8X,0.187
Q9XBQ3,1PZ3,0.18
Q9XHH2,6L4P,0.2
Q9XJP3,,
Q9XVR6,4LDT,0.225
Q9XZ31,5AL6,0.127
Q9Y233,,
Q9Y237,3UI5,0.153
Q9Y251,,
Q9Y253,3WUP,0.32
Q9Y279,5IML,0.24
Q9Y2C4,5T5C,0.272
Q9Y2J2,6IBE,0.216
Q9Y2J8,,
Q9Y2M5,5YQ4,0.17
Q9Y2W6,3FDR,0.258
Q9Y3B8,6N6I,0.212
Q9Y3C8,,
Q9Y3E1,6IIQ,0.405
Q9Y3L3,4J9D,0.187
Q9Y3R4,1SNT,0.195
Q9Y3S1,6FBK,0.384
Q9Y3Y4,,
Q9Y468,1OYX,0.215
Q9Y4E8,6GHA,0.238
Q9Y4I1,4D07,0.211
Q9Y4P1,2CY7,0.247
Q9Y4P8,7F69,0.201
Q9Y512,6YOO,0.177
Q9Y5B9,4Z2N,0.211
Q9Y5K2,6NVB,0.19
Q9Y5K6,7DS8,0.242
Q9Y5P4,2E3S,0.259
Q9Y5X3,5TGI,0.258
Q9Y5Y6,3NPS,0.209
Q9Y5Z0,,
Q9Y5Z4,3R8J,0.174
Q9Y606,,
Q9Y6N7,4HLJ,0.251
Q9Y6N9,5XBF,0.217
Q9Y7M4,6PPN,0.345
Q9Y8H8,,
Q9Y9L0,,
Q9YEQ6,2CX0,0.197
Q9YGB1,5LHE,0.305
Q9YIC2,,
Q9YP46,4EQ0,0.259
Q9YV20,4EQJ,0.277
Q9YXL6,4F7P,0.205
Q9Z214,1DDV,0.313
Q9Z270,,
Q9Z272,6IUH,0.277
Q9Z2L7,6RPY,0.226
Q9Z2X8,,
Q9Z4I2,3GD0,0.181
Q9Z4N6,1SI0,0.162
Q9Z4Z5,2OG6,0.202
Q9ZA17,,
Q9ZAG3,4R9L,0.194
Q9ZB17,1L7J,0.275
Q9ZEU2,,
Q9ZGI2,1MNA,0.215
Q9ZIV5,,
Q9ZL26,3FC3,0.206
Q9ZLB9,,
Q9ZLI1,,
Q9ZS17,,
Q9ZVN4,,
R4GRT2,,
R4GRU5,4I4P,0.145
R4I4P2,,
R4P353,,
R8APY9,,
R9RZK8,5YCI,0.214
S4UI50,6R8H,0.196
S5MRN1,6L00,0.25
S5TUM1,7E01,0.232
S6B291,4LLW,0.247
S6BAM6,4NUG,0.244
T2B4K5,,
T2B7E1,6LBC,0.229
U2NM08,6SRT,0.164
U3G913,5OCF,0.175
U5CJP3,6WNU,0.231
U5HK42,4JP6,0.185
U6BSB2,6MBG,0.229
U6KUE1,6KRJ,0.203
V5BCL0,6D7A,0.187
V5HCK7,5N71,0.228
V5VHN7,6UDS,0.219
V5YM14,,
V6F235,6H5M,0.343
V6F4Q0,4RAZ,0.22
V9HW68,6MY5,0.244
V9P0A9,,
V9VEF3,,
W0DP94,,
W0TJ64,4WFJ,0.223
W1DN50,6Z7J,0.156
W5IDB6,4BM2,0.239
W5S2D2,5DOM,0.267
W6A941,,
W6KHH6,5HOK,0.225
W8QF82,,
W8QF84,6SWK,0.249
W8QN64,6GT9,0.246
X2D812,6J4B,0.162
X2G6C4,5YM8,0.277
X5EM89,,
X5JZS1,5DCM,0.204
X5MEI1,,
