uniprot_id,frequency,pdb_ids
A0A1L1QK30,1,5L43
A0A1L4BK98,1,6G44
A0A1L4BKS3,5,"5M1K,5M1N,5M1O,5M1P,5M1Q"
A0A1L5BQA7,1,7LUU
A0A1L5JEG4,2,"8OXI,8PHY"
A0A1L5YRA2,1,6JOX
A0A1L6CE30,1,6K9D
A0A1L7NQ96,1,5ZFS
A0A1L7NZN4,1,5XZT
A0A1L8D5Z7,1,7M6C
A0A1L8ENT6,1,6TYX
A0A1L8F832,1,5U4U
A0A1L8G3Z0,1,7DG2
A0A1M2CSI6,1,6OGO
A0A1M6T2I7,1,8VPO
A0A1M6Y2K1,1,6Z68
A0A1P8FCM7,1,5O77
A0A1P8L018,1,6W0V
A0A1P8L021,1,6W0V
A0A1P8NWC2,1,5G5E
A0A1P8VSI6,1,6A92
A0A1P8VSL7,1,6A98
A0A1P8YXI8,2,"6ZUQ,6ZUS"
A0A1Q1PNC6,1,7QRR
A0A1Q3QTC5,1,7D18
A0A1Q4NVM7,2,"6ZZ5,6ZZH"
A0A1Q6BKH4,1,8PR6
A0A1R1AV52,1,5ONM
A0A1R2HMX1,1,6V3Z
A0A1S1GKD7,2,"6D3V,6D3W"
A0A1S2XQ25,1,6LH6
A0A1S3C4H6,1,5ME5
A0A1S3KNQ3,1,6TCC
A0A1S4NYD4,2,"5FYO,5FYP"
A0A1S4NYE1,1,5H9X
A0A1S4NYE2,1,5H9Y
A0A1S4NYE5,1,5X1R
A0A1S4NYE6,1,5I0X
A0A1S4NYE7,1,5I0Y
A0A1S4NYE9,1,5JVV
A0A1S4NYF7,1,5TGQ
A0A1S4NYF8,1,5TWT
A0A1S4NYF9,1,5U2I
A0A1S6PUA4,2,"6JJS,6JJT"
A0A1S6QFV5,1,8OSP
A0A1S6YJF3,1,5X88
A0A1S9DH83,4,"6YQ9,6YQA,6YQB,6YQC"
A0A1S9DK56,6,"6JU6,6JU8,6JUA,6JUB,6JUC,6JUD"
A0A1T4J289,1,6H24
A0A1T4KK94,1,7QJO
A0A1U7Q1S7,2,"5H0M,5H0O"
A0A1U9AK63,1,7ESQ
A0A1U9W5E8,1,6LR3
A0A1U9Y7T8,2,"6J0U,6L3N"
A0A1V1P2N3,1,7O9V
A0A1V1VDL8,1,6SQX
A0A1V2W6E8,2,"6H8F,6HS5"
A0A1V3AA65,1,6EHI
A0A1V3U2Z4,1,6DEY
A0A1V3WIE5,3,"6Q09,6TYJ,6U3L"
A0A1V3XDT0,1,6UDF
A0A1V8MYF4,1,6I2V
A0A1W0CX06,1,8P91
A0A1W1Q5B1,1,6DT3
A0A1W2VMZ5,1,5UAM
A0A1W2VMZ9,1,6MJ9
A0A1W6L588,1,7DZV
A0A1W6TB41,1,6IF6
A0A1X7D696,1,7OH2
A0A1X8XL85,1,6IYH
A0A1X8XL86,1,6IYH
A0A1X9T5X9,1,6JYM
A0A1X9WEN9,2,"6E6U,6E6Y"
A0A1Y0K711,1,7FH6
A0A1Y0PY16,1,6E85
A0A1Y1BQV9,1,7COF
A0A1Y1BW66,2,"6KXD,6KXE"
A0A1Y1BW67,2,"6KXD,6KXE"
A0A1Y1CAU9,1,6TJU
A0A1Y1CVU5,1,5WUT
A0A1Y4PXW9,1,7KR6
A0A1Y6JJH6,2,"6UAV,6UAW"
A0A1Y9G8D0,1,6XKE
A0A1Z0YU24,1,5K2I
A0A1Z0YU25,2,"5K1G,5K2J"
A0A1Z0YU59,1,5M4V
A0A1Z1F9L9,1,7C23
A0A1Z1FG87,1,5Z3K
A0A1Z1SX23,1,6JD9
A0A1Z1XCF6,1,6VKX
A0A202B6V5,1,6EBC
A0A212FM92,1,6XB6
A0A218KCJ1,1,6ILU
A0A218KRF6,1,6EU4
A0A218ZZ45,1,7O74
A0A219C8F5,2,"6UUT,6UUV"
A0A219T3Y8,1,7B1I
A0A222NNM9,1,5WPW
A0A224AU14,2,"8SPC,8SPP"
A0A225DNX9,1,7D1B
A0A246BSD0,2,"8P5N,8P6M"
A0A247D6Y2,1,6IWM
A0A247D6Y4,1,5U22
A0A248QE08,7,"6YRU,6YRV,6YRX,6YRZ,6YS1,6YS2,7AV4"
A0A249JQG5,1,7ML9
A0A251RPF5,1,6AZT
A0A256XLS3,3,"7NZO,7NZP,7NZQ"
A0A286RIX1,1,7BFN
A0A286S0G7,1,6L3S
A0A286SBY7,1,6M4Q
A0A286Y9D1,1,7D86
A0A290S6P3,1,5YL7
A0A292DHH8,2,"7BB8,7BB9"
A0A2A2MA06,1,8Q58
A0A2C9TMM3,1,5WK0
A0A2D0TC51,1,6AQK
A0A2D0TC52,2,"5KRP,5TQZ"
A0A2D0TC87,1,5MYF
A0A2D0TC88,1,5MYI
A0A2D0TC93,1,5NGN
A0A2D0TCG3,1,5VGB
A0A2D0TCG6,1,5VVE
A0A2D0TCG9,1,5W1H
A0A2D0TCH1,1,5WLH
A0A2D1CM82,2,"6SBB,6SBF"
A0A2D2CWX5,1,6P1F
A0A2D2D0T0,5,"6VK5,6VK6,6YD0,6YDI,6YDU"
A0A2D2D5X7,5,"6VK5,6VK6,6YD0,6YDI,6YDU"
A0A2G6ZQ46,1,6ZE0
A0A2H1A4Z6,1,6VSI
A0A2H1BUS1,1,6I1M
A0A2H1G421,1,6QPK
A0A2H1VTZ0,1,6I50
A0A2H4A2Y5,1,5WSL
A0A2H4A315,1,6B4P
A0A2H4TGG5,2,"7L1W,7L1Y"
A0A2H4Z949,4,"6Z93,6Z94,6Z96,6ZW9"
A0A2H5BN17,1,6F1J
A0A2H5Z9R5,1,7EOA
A0A2I2UQ80,1,6TNO
A0A2I4PGZ0,1,6RJK
A0A2I5TIN5,1,5AOH
A0A2K3CTN8,1,6TD7
A0A2K3D6R4,1,7AAS
A0A2K6TQH4,2,"7CYA,7CYB"
A0A2K9UV39,1,7B4Q
A0A2M8K1U8,1,8PUO
A0A2N0AXP5,1,7QOE
A0A2N5LLK3,1,6L8P
A0A2N5NNS3,1,6Z3C
A0A2N6JFX7,1,6XJ4
A0A2N9BKY0,1,6Q4S
A0A2P1EHJ0,1,7QRJ
A0A2P1GIW3,1,6RS4
A0A2P1N6U9,1,5ZE8
A0A2R2JFH0,1,5MSZ
A0A2R2JFJ6,1,5NRK
A0A2R2JFJ7,1,5NRM
A0A2R2JFW8,1,5Z6O
A0A2R3BZ02,1,5YSX
A0A2S2B4P9,1,7OOM
A0A2S6PN47,3,"6YPZ,6YQ0,6YQ3"
A0A2S9PCG6,1,3LG3
A0A2S9PDM1,1,3KUU
A0A2S9PFE9,1,4PV4
A0A2S9PH42,1,7JTJ
A0A2T3H499,1,6HR0
A0A2T4BZZ5,1,8YJJ
A0A2T4VDM4,1,7N51
A0A2U1VUZ9,1,8SS1
A0A2U2GUN8,1,3OXP
A0A2U2GZX0,1,4PWT
A0A2U2H0K6,1,3OYT
A0A2U2H2V6,1,4RGI
A0A2U2H3Y1,1,2FJT
A0A2U7NR52,1,6HQZ
A0A2U8JDD5,1,5YMU
A0A2U8UYM6,2,"7BYQ,7BZI"
A0A2U8XQ45,2,"5Z7Z,6XFO"
A0A2U9GGW3,1,6KA3
A0A2V2RSR1,1,8ST7
A0A2V2W6E9,1,6NEY
A0A2V2WZ57,1,6Y0D
A0A2X2BLR9,3,"7MZO,7MZR,7MZS"
A0A2Z4U0R6,1,6KYU
A0A2Z5V8U8,5,"5YRH,5YRI,5YRJ,5YRK,5YRM"
A0A2Z5WH92,3,"5ZCC,5ZCD,5ZCE"
A0A2Z5WLM1,1,6A56
A0A2Z5XAU0,1,7E5U
A0A2Z6DSM4,1,7BWX
A0A2Z6FZW5,1,7D55
A0A2Z6G7U3,1,6A7T
A0A2Z6G7U6,1,6A7T
A0A2Z6I6U9,1,6A3K
A0A344X7M2,2,"6OP6,6OP7"
A0A346MYW6,1,7JIZ
A0A348A8R7,1,4IFA
A0A367MEJ5,1,6LCH
A0A369S2N9,1,6YLD
A0A369S334,2,"6YLD,6YLI"
A0A377JKY9,1,7MSL
A0A380YR22,1,3NQI
A0A380YTY6,1,4K05
A0A380YV80,1,3EJN
A0A380Z3E8,1,3EUR
A0A383R4X5,1,6AEM
A0A383V1B5,1,8OXL
A0A384E0N4,1,5NX8
A0A384E0U0,1,5U0H
A0A384E0U3,1,5U2O
A0A384E106,1,5XYH
A0A384E126,1,6C62
A0A384E145,1,6F43
A0A384E149,1,6F47
A0A384K8I9,1,1Z67
A0A385H8D7,1,6L5T
A0A385MEG6,1,7FFA
A0A3A3ATA4,1,7BWF
A0A3A4VWA2,1,7OUR
A0A3B3I7P0,1,7KCN
A0A3B6UEB6,1,5O46
A0A3B6UEK8,1,5W48
A0A3B6UEP6,1,7D29
A0A3B6UEP7,1,5XVB
A0A3B6UEQ0,1,5XVB
A0A3B6UEQ1,1,5XVD
A0A3B6UEQ2,2,"5YUQ,7FBT"
A0A3B6UEQ6,1,5Y6T
A0A3B6UER2,1,5Z2D
A0A3B6UET4,1,6CJ7
A0A3B6UEU4,2,"6EKE,6JK2"
A0A3B6UEW8,1,6F9M
A0A3D7VE02,1,6R2M
A0A3F2YLN4,1,5VTL
A0A3F2YLV2,1,5ZH6
A0A3F2YLV4,1,5ZUR
A0A3F2YLV6,1,6AAA
A0A3F2YLX0,1,6C0H
A0A3F2YLX1,1,6C0H
A0A3F2YM29,1,6HTA
A0A3F3RNU4,3,"6TIB,6TIC,6TIE"
A0A3G1TVH2,1,7BV0
A0A3G5BRZ6,1,6EVS
A0A3L6L5Q1,1,7A1I
A0A3L6LBE5,1,7A1I
A0A3N4B0Q2,1,3NTX
A0A3N4B564,1,5V4D
A0A3N4BLI0,3,"3Q1H,5FDA,8SZD"
A0A3P1U8K3,1,3LQN
A0A3Q0KJ78,2,"5IOL,5IOM"
A0A3Q0KSG2,2,"7NWY,7PRI"
A0A3Q0KYH6,1,6PU9
A0A3Q0L063,1,7KOM
A0A3Q0L3P3,1,6VPW
A0A3Q3W9R3,1,6RO9
A0A3R7QX74,1,8UZ7
A0A3S5Y3Q1,1,6JYZ
A0A3S7X0F5,1,5ZWY
A0A3S8UVN5,2,"6LUS,6YDR"
A0A3Z9IF87,1,7C50
A0A410UCT3,1,6K5G
A0A411MR89,2,"6VZY,6XCV"
A0A412SRH5,1,6PAL
A0A425B3G2,1,6J9L
A0A452CS62,3,"5NFK,5NFL,5NFM"
A0A452CSL6,1,5XZ4
A0A452CSM4,1,5YJ7
A0A452CSQ0,1,6AW4
A0A452CSQ2,2,"6AW5,6AW6"
A0A452CSS7,1,6CPD
A0A452CSU8,1,6F04
A0A452CSY7,1,6M8N
A0A454WD44,1,6VAP
A0A482G4C5,1,6INX
A0A482LMF4,1,6E6N
A0A482LRD5,4,"7NRJ,7O5T,7PEI,7PFN"
A0A482LWB1,1,6JM7
A0A482N9T7,1,8TN8
A0A485PVH1,2,"6YWF,7NL3"
A0A493R6X0,1,6HDS
A0A494V3J7,1,7E3Z
A0A4P1LUD8,1,8OQ1
A0A4P1LXE0,1,7KD5
A0A4P1LYC9,1,6R5M
A0A4P1LYH5,2,"7C2A,7C82"
A0A4P1LYH6,2,"7C2C,7C84"
A0A4P1LYH7,2,"7C2D,7C85"
A0A4P1LYI7,1,6NFD
A0A4Q4GPX4,1,7EL3
A0A4S7G0W1,1,8SVC
A0A4U7I1I9,1,8SNQ
A0A4V8GZK9,1,5ZQI
A0A4V8GZL3,1,5ZXN
A0A4V8GZQ8,1,6D5C
A0A4V8GZQ9,1,6D5D
A0A4V8GZR7,1,6E0M
A0A4V8GZW5,1,6G71
A0A4V8GZY3,1,6HZF
A0A4V8GZY4,1,6HZF
A0A4V8GZZ0,1,6IFE
A0A4V8GZZ1,1,6IFH
A0A4V8H014,1,6INT
A0A4V8H037,1,6NJK
A0A4V8H044,1,6NZS
A0A4Y1VMZ7,1,7LHA
A0A4Y1WAP5,3,"3ITQ,5IAT,5IAV"
A0A4Y5JTU1,2,"8TJM,8TN0"
A0A4Y5PW22,2,"6YX7,6YX8"
A0A4Y5PW23,2,"6YX7,6YX8"
A0A4Y5R032,2,"7DW2,7DW3"
A0A4Y5R087,1,7DWD
A0A4Y8GT61,1,7A8Y
A0A509GUZ8,1,6HRN
A0A509GUZ9,1,6HRN
A0A509GV46,1,6JYO
A0A509GV48,1,6JYR
A0A540VG95,1,8SM6
A0A583ZB34,1,7OW4
A0A583ZBQ2,1,6PYJ
A0A5A3,1,4UDT
A0A5B0MRS6,1,7MQQ
A0A5B6,1,6AT6
A0A5B7Y0Z3,1,5M8B
A0A5B8X6B5,1,6RJ8
A0A5B9,4,"4UDT,4WW1,5C0C,6CPH"
A0A5B9DC34,1,7N8U
A0A5C2GBJ8,1,5C2B
A0A5C7ETD9,2,"8Q9X,8Q9Y"
A0A5H1ZR28,1,5ZUM
A0A5H1ZR29,1,6A41
A0A5H1ZR36,1,6J0E
A0A5H1ZR38,2,"6JBV,6JCH"
A0A5H1ZR43,1,6JX3
A0A5H1ZR51,1,6ON1
A0A5H1ZR53,1,6OR9
A0A5H2UYS3,5,"7EJL,7EJM,7JYV,7MJA,8SBK"
A0A5J6BJN2,1,7NTL
A0A5J6VLZ7,1,7F7J
A0A5N5GUE7,1,6YSB
A0A5N7XFM8,1,7NDR
A0A5P3XKQ1,1,6HOX
A0A5P8YBY3,1,5EQV
A0A5P8YHM7,1,3RF0
A0A5P8YL96,1,5JD8
A0A5Q0MTV0,1,7B0M
A0A5Q0MV05,1,6U9I
A0A5Q5ADH9,2,"6JV4,6LFD"
A0A5R8NCK8,1,8QNN
A0A646QV53,1,6LF1
A0A649V088,1,8SJ3
A0A650AJ72,1,6K7Z
A0A650FAD5,1,6TVW
A0A656D8B6,1,7QJN
A0A6B3V8A6,1,3OJC
A0A6F8Z6Y2,2,"7BWB,7BWC"
A0A6H3A658,1,4MGE
A0A6H3ACS3,1,2J13
A0A6H3ADX7,1,4HKE
A0A6H3AIE5,1,3B8F
A0A6H3AMF3,1,1YB0
A0A6H3AND8,1,3SS6
A0A6I7U6Y2,1,7CBW
A0A6I8TL34,1,7E4V
A0A6J0CLW1,1,7P99
A0A6L0XH39,1,5OL0
A0A6L7GXV7,1,3MUX
A0A6L7GYV0,1,3PEA
A0A6L7GZS1,1,3Q6D
A0A6L7H199,1,2QQZ
A0A6L7H1P2,1,5KZ6
A0A6L7H2K2,3,"6HM9,6HPA,7BKF"
A0A6L7H2K3,1,2WAG
A0A6L7H340,1,1XKY
A0A6L7H4C2,1,4H4N
A0A6L7H5L6,1,4HDE
A0A6L7H6L8,5,"4HCF,4HCG,4HCI,5TK2,5TK4"
A0A6L7H965,1,5V3T
A0A6L7HA71,2,"1XMP,4AY3"
A0A6L7HE29,1,2I33
A0A6L7HJ72,1,4GUC
A0A6L7HJC4,7,"4IYH,4J10,4J11,4J41,4J42,4J7J,4J7K"
A0A6L7HM74,1,4NV4
A0A6L7HPZ9,1,3IHS
A0A6L7HQ02,1,3HMC
A0A6L7HRJ6,1,4M1B
A0A6L8NTZ6,1,3IMF
A0A6L8NUA5,1,3FOB
A0A6L8NXE0,1,3OOS
A0A6L8P8I1,1,4V33
A0A6L8PDF4,1,3KQF
A0A6L8PEJ7,2,"3SR3,4MJX"
A0A6L8PH04,1,3LHE
A0A6L8PH16,1,3EDN
A0A6L8PLB2,1,5SV5
A0A6L8PLE1,1,4FET
A0A6L8PP74,1,3G48
A0A6L8PPD0,1,3CUX
A0A6L8PQE4,1,3R7A
A0A6L8PRK4,1,1ZKP
A0A6L8PVA4,1,3O7M
A0A6L8PVW7,1,4E5S
A0A6L8PXC8,1,4NOH
A0A6L8PXZ2,1,4H8Q
A0A6L8PY92,1,3SZ6
A0A6L8PZN3,1,4GB7
A0A6L8PZR0,1,1RZ2
A0A6L8Q3J2,1,4R9X
A0A6M5K904,1,7CWI
A0A6M9BP13,1,7E56
A0A6N2X8R5,1,7ERL
A0A6P1C618,1,6LV0
A0A6P6VUE3,1,8U0Z
A0A716TY65,1,7EE3
A0A7D0QVD8,1,8WIM
A0A7E5WTY7,1,1Z6O
A0A7E5WUT2,1,1Z6O
A0A7G1KW31,1,7C7D
A0A7I9C8Z1,1,8RBI
A0A7J6KBZ0,2,"3QYQ,4EIV"
A0A7M7GUY7,2,"8Q8A,8Q8B"
A0A7M7KVA6,2,"7NYJ,7NZA"
A0A7R6WUD2,1,8UPI
A0A7S6G7I6,1,6ZMV
A0A7S6K8E4,1,6ZM8
A0A7S8WCK1,1,7M0S
A0A7U3XWE2,1,7F27
A0A7U9DT46,2,"8RGS,8RGW"
A0A822ZZF9,1,7A03
A0A840P3H4,3,"8QFL,8QFM,8QFN"
A0A8B3DGT3,1,7ESI
A0A8B7DWS6,1,7EKZ
A0A8I3N7V2,1,7BEE
A0A8J1MPX0,1,7EL5
A0A8J4BWA0,1,8TFS
A0A8V0YAS0,1,7QR2
A0A8V0ZED1,3,"8OFK,8OIH,8OIW"
A0A9K2KQ72,2,"5V0M,5V23"
A0A9P6DGH0,1,8PAQ
A0A9W3L9M6,1,8WL5
A0AA45ZPU1,2,"8K7X,8K7Y"
A0AAD2UT50,1,6KV1
A0AAN0NP89,1,8OOL
A0AEF3,2,"5M2S,5N5P"
A0AEF4,3,"5AOZ,5M2O,5N5P"
A0AEF5,2,"4IU3,4WKZ"
A0AEF6,1,4IU3
A0AW19,1,3GDC
A0B567,1,5HT7
A0B690,1,6Y1X
A0B757,2,"7C8N,7C8O"
A0EL75,2,"4GNU,5F82"
A0JD37,1,1TVD
A0JVA7,1,2QCK
A0JVT3,1,3KOP
A0JWG4,1,2R1I
A0K1X3,1,4RKQ
A0KHJ5,2,"3OD9,4PJ2"
A0KJC7,1,6G7B
A0KLE2,1,6R1J
A0KNW4,1,6XI1
A0L9W2,1,4JJ0
A0LSH8,2,"7MKR,7MKS"
A0LSI1,1,4LGN
A0LU48,1,7OXV
A0LWM4,1,3E11
A0MMD0,1,1QTX
A0MNZ3,1,5EDX
A0N7J2,1,2OK0
A0NA69,1,1DVF
A0NP48,1,3STP
A0PL01,1,4TWG
A0PMN1,1,3TL3
A0PZS2,1,3G14
A0Q436,1,2D1G
A0Q5Y3,4,"5B2O,5B2P,5B2Q,6J9L"
A0Q625,2,"5EVF,5EVG"
A0Q7H2,1,5AMT
A0Q7V5,1,6ONT
A0QHY4,1,7LA1
A0QI26,1,3S82
A0QJI1,2,"5IS2,5IT0"
A0QNL1,1,4J94
A0QNT0,1,3P2Y
A0QP43,5,"6AIL,6AJQ,6AJR,6AJS,6L5A"
A0QP46,1,6CI8
A0QP50,1,5L37
A0QP93,1,7N3V
A0QPD6,1,4YYF
A0QPE7,1,3U0B
A0QPL3,1,4MDY
A0QQ38,1,7NAZ
A0QQ47,1,4KG7
A0QQ72,2,"3F8L,3F8M"
A0QQF4,1,6T84
A0QQJ6,1,3PK0
A0QQY7,1,3NDO
A0QRC4,1,3OL3
A0QS86,1,3NJD
A0QS88,1,4QFE
A0QST4,1,3MYB
A0QSY0,1,6ZT4
A0QSZ0,1,6IOG
A0QT11,1,3MPZ
A0QT42,1,4WWH
A0QT50,1,6HB0
A0QT90,1,8TJG
A0QTN8,1,3DG3
A0QTQ6,4,"2JFR,2JFS,2JFT,2V06"
A0QTY3,1,6V77
A0QU01,1,4Y9I
A0QUY6,1,4PFZ
A0QUZ2,3,"5GG5,5GGC,5GGD"
A0QV09,1,2WZT
A0QVP0,1,3PE8
A0QVS8,1,3NWO
A0QVU1,1,5WOQ
A0QWX6,2,"4TM7,4TM8"
A0QX69,1,5XS9
A0QX93,1,7BVD
A0QXB7,1,4M32
A0QXP8,1,3F7E
A0QY90,1,5XKO
A0QYB3,1,4RS3
A0QYB5,1,4RSM
A0QZC8,1,5E2H
A0R089,1,5E57
A0R1E8,2,"5BP2,5BP3"
A0R1H6,1,3GWM
A0R1T8,1,6CUM
A0R2E2,1,6TVP
A0R2K6,2,"5ZRC,5ZRP"
A0R3F9,1,4OLL
A0R4F7,1,4ZY7
A0R4K9,1,7MQW
A0R4P1,1,4KZP
A0R4Q6,2,"3ZBY,4UAX"
A0R4R9,1,3UCX
A0R4Z8,1,3O38
A0R5B5,1,3VDG
A0R5M8,2,"4PIM,4UY5"
A0R5M9,1,4ZFJ
A0R5N2,1,7CU9
A0R5R2,1,7AGM
A0R5T1,1,5OP0
A0R5U2,1,3R9B
A0R5U7,1,2Q0Q
A0R6E0,1,3ZO9
A0R6F1,1,4ZKY
A0R6I8,1,4JKZ
A0R723,1,5T2V
A0R731,1,3UID
A0R747,1,3MOY
A0R760,1,5TNV
A0R7C6,1,7EPN
A0R7F4,1,6OWN
A0RD96,1,3L8D
A0REX4,1,3SMD
A0S864,1,2H7Z
A0S865,1,2H7Z
A0ZPR8,1,2CKX
A0ZPR9,1,3CE1
A0ZT93,1,2ZIB
A0ZZH6,3,"1R7A,5MB2,6FME"
A1A2J8,2,"6NUM,6NUN"
A1A3G9,1,3CPG
A1A6H3,1,6ILR
A1ADJ6,1,3JQY
A1AYL4,1,4DWD
A1B060,3,"2P4X,2R31,2ZD2"
A1B5I2,1,4XHY
A1B7S1,1,3FA5
A1CJQ5,1,5C5G
A1D2G7,1,7OVA
A1DRD5,1,3NQX
A1E280,1,7AQV
A1E8J1,1,3FAN
A1HT30,1,5APZ
A1JLH5,1,1XVX
A1JMA5,1,3PE7
A1JMF7,2,"5FPX,5FPZ"
A1JML9,1,5E2E
A1JNA0,1,5BUV
A1JRF3,1,3LM7
A1JSS7,2,"2JD9,2JDA"
A1JSS8,1,2V8I
A1JTG0,1,4GMF
A1JTP8,1,6B5F
A1KT11,1,7OG8
A1KVD0,1,2F46
A1KYE3,1,3CSX
A1L259,1,2O70
A1L260,1,4QKW
A1R4M8,1,3IUK
A1R562,1,4WD0
A1R6X9,1,3NZE
A1RCJ9,1,5HMF
A1RZU2,1,4TXD
A1S356,1,3FMC
A1S420,1,3IIB
A1S8W8,1,2PV4
A1SAQ1,1,3MW8
A1SBA1,1,3M1T
A1SPF2,1,4MYM
A1SR01,3,"4HS5,4LK8,4LP1"
A1SUU0,1,4P3M
A1SZA3,2,"6HSQ,6HSU"
A1T557,1,4XU4
A1TH50,1,4U94
A1TSQ3,1,4HWV
A1TY67,1,4N0V
A1TY68,1,3O14
A1TZQ9,1,3LYH
A1U0I5,1,3PAS
A1U1C4,1,3OHE
A1U4R9,1,3H9W
A1U5H9,1,3P9V
A1WL96,1,4M88
A1WPV4,1,4P9K
A1XDS9,1,4DH4
A1YBQ4,1,5O15
A1YIY3,7,"3P4G,4KDW,5J6Y,5JUH,6X8A,6XA5,6XAC"
A1YTN0,1,3RJS
A1YYW7,2,"3Q3Q,5XWK"
A1YZD2,1,4URI
A1Z1Q3,3,"6Y4Y,6Y4Z,6Y73"
A1Z651,2,"3NR6,3P1G"
A1Z6E0,1,2FNJ
A1Z6I7,1,6JKK
A1Z8R1,1,4R9P
A1ZAW5,1,4F7U
A2AR50,1,2DTC
A2ASQ1,1,3PVE
A2BK54,1,6HUN
A2D7D7,2,"6BIM,6BIO"
A2DAL5,1,7KGC
A2DLL4,2,"6LXO,6LXQ"
A2DXT4,1,8UR2
A2EGX9,6,"4O4V,4O50,4O52,4O54,4O57,4RCX"
A2FT29,3,"3QST,4WJE,5VWN"
A2FTT0,1,8OI7
A2I2W2,2,"3H8T,6EWM"
A2IAD2,1,5K6D
A2ICH1,2,"3VST,3VSV"
A2KD57,2,"2P49,2P4A"
A2NAI0,4,"2APB,2APF,2APV,2APX"
A2NHM3,15,"1PZ5,1T2Q,2IPU,2OK0,3BAE,3BKC,3BKJ,3BKM,3UO1,3UYR,3V4U,3V52,4P3D,4TQE,6PXR"
A2NN81,1,2OTU
A2NUT2,3,"3ZL4,4M1D,5WKZ"
A2P1G9,1,1YNL
A2Q6L5,1,1U58
A2QHE5,5,"6TIH,6TIJ,6TIL,6TIN,6TIO"
A2QZC8,1,7BLY
A2RIP9,1,4BND
A2RJ53,6,"3DRF,3DRH,3DRI,3DRJ,3DRK,3RYB"
A2RQE2,1,2EA3
A2RT67,1,6B3Y
A2SI32,1,4FAZ
A2SJH7,1,3PL0
A2SL15,1,3G16
A2SL37,1,4FDX
A2SQK8,1,3LMC
A2T1W7,1,5JH1
A2T3S5,1,5AF2
A2T8Y3,1,6BBT
A2TC31,1,2I7F
A2TC87,1,2GBW
A2TC88,1,2GBW
A2TLS9,2,"3PIG,3PIJ"
A2V759,1,2EK8
A2V8B8,1,3L9A
A2VA43,1,5FLH
A2ZEX7,1,4YJY
A3CM52,1,5EQ2
A3CS79,1,3C3M
A3CUL0,1,3CMB
A3CZ62,1,3U99
A3D088,1,3BLZ
A3D5G6,1,2RA9
A3D7B7,1,2Q9R
A3DBC8,1,3KMV
A3DBG4,1,4S1A
A3DBH1,1,4B9C
A3DBX3,1,3WVJ
A3DC27,1,4B9P
A3DC29,3,"1CEM,1IS9,1KWF"
A3DC31,1,6SL4
A3DCH2,3,"3PDD,3PDG,3PE9"
A3DCJ4,2,"2XQO,4DH2"
A3DCL1,1,4DH2
A3DCZ0,1,3JTE
A3DD30,1,2EJ1
A3DD66,1,6FOP
A3DDK4,1,2VPT
A3DDQ3,1,1YBY
A3DDY9,1,2HQ1
A3DEX4,2,"5A8C,5A8D"
A3DF10,2,"3KCP,5M0Y"
A3DFK9,1,3GED
A3DGE8,2,"5K39,5M0Y"
A3DHB8,1,1YBX
A3DHD2,1,4PEU
A3DHG6,3,"2Y8K,3MPC,5LA1"
A3DIL8,1,3HE8
A3DJ30,2,"2WNX,2WO4"
A3DJ37,1,3JWG
A3DJ38,1,4J6O
A3DJS9,8,"4CKQ,4UQ9,4UQB,4UQC,4UQD,4UQE,5A6L,5A6M"
A3DK57,1,2W1W
A3DM20,1,6N0S
A3EYI7,1,4UR4
A3EZR7,1,4QBN
A3F986,1,2Q5U
A3FBE6,1,4ZF7
A3FEV7,1,2EWF
A3FEV8,1,2P14
A3FJ49,1,5SV6
A3FJ64,2,"4J5F,5EHT"
A3FMN7,1,2VLA
A3FQ69,1,2Q2G
A3FQA7,1,2PLU
A3JB27,1,5MXP
A3K0X1,1,7NRA
A3LNL5,1,5BTO
A3M4Z0,1,4FCU
A3M692,2,"5YHM,5YL5"
A3MSH1,1,4DHD
A3MSP1,1,5K0P
A3MW14,1,3TBO
A3N294,1,4R72
A3NWD9,1,5L12
A3PC74,1,5LQ5
A3QAQ5,1,5X8Z
A3QAS1,1,4WR2
A3QCW5,2,"4O7M,4OA4"
A3QDQ3,1,3O0L
A3QGX4,1,3BHN
A3QHR8,1,2RIL
A3QJE4,1,2GPI
A3QJH3,1,2PRX
A3SKA6,1,5XZD
A3SMJ4,1,3U4F
A3SNG0,1,3FV9
A3SNG1,1,4B29
A3TPB6,1,4EUN
A3UNN4,2,"4XZK,4Y1W"
A3XHF9,2,"6SF4,6SF5"
A3XHN1,1,3BG2
A4D2B0,1,4V0H
A4DA29,1,2X8R
A4DA31,3,"6JQE,6LAC,6LAI"
A4E8S4,1,7BXD
A4ECA9,1,5FYD
A4F1R4,1,3WC4
A4F7B2,1,7QBP
A4FTK7,2,"4HOB,4WCG"
A4GRB2,1,3L6N
A4GRE3,1,2OS5
A4GTA5,1,5N70
A4GWL5,1,2OMX
A4HE05,1,1X6O
A4HFB4,1,3CSS
A4HPA0,1,6EDI
A4HWV2,1,3QW3
A4I3S4,1,6FXW
A4I5U9,1,4TYZ
A4IKE4,1,3ZBH
A4IKE6,1,4ANO
A4IL26,18,"3WKP,3WKQ,3WNI,3WNJ,3X1E,3X1F,3X1G,3X1N,4YSA,4YSD,4YSO,4YSP,4YSQ,4YSR,4YSS,4YST,4YSU,4ZK8"
A4IM41,1,7P1W
A4IPE6,1,5FQ1
A4ISV0,2,"5DMD,5JAK"
A4JCS6,1,5HL6
